year,id_,sex,rincome,ballot,rheight
2022,477,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,478,FEMALE,$25000 OR MORE,Ballot a,-100
2022,479,FEMALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,480,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,481,MALE,$25000 OR MORE,Ballot c,69
2022,482,FEMALE,$25000 OR MORE,Ballot c,68
2022,483,MALE,$25000 OR MORE,Ballot b,-100
2022,484,FEMALE,$1000 TO 2999,Ballot a,-100
2022,485,FEMALE,$25000 OR MORE,Ballot a,-100
2022,486,FEMALE,.i:  Inapplicable,Ballot c,63
2022,487,FEMALE,$25000 OR MORE,Ballot c,61
2022,488,MALE,$20000 - 24999,Ballot b,-100
2022,489,MALE,$20000 - 24999,Ballot c,71
2022,490,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,491,FEMALE,$25000 OR MORE,Ballot c,61
2022,492,MALE,$25000 OR MORE,Ballot a,-100
2022,493,MALE,$25000 OR MORE,Ballot c,69
2022,494,MALE,.i:  Inapplicable,Ballot c,74
2022,495,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,496,FEMALE,.i:  Inapplicable,Ballot c,67
2022,497,MALE,$25000 OR MORE,Ballot c,-99
2022,498,MALE,$20000 - 24999,Ballot b,-100
2022,499,FEMALE,$4000 TO 4999,Ballot c,66
2022,500,FEMALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,501,FEMALE,.i:  Inapplicable,Ballot c,69
2022,502,MALE,$25000 OR MORE,Ballot c,72
2022,503,FEMALE,$25000 OR MORE,Ballot b,-100
2022,504,MALE,.i:  Inapplicable,Ballot b,-100
2022,505,MALE,.i:  Inapplicable,Ballot c,75
2022,506,FEMALE,$25000 OR MORE,Ballot b,-100
2022,507,MALE,$25000 OR MORE,Ballot c,65
2022,508,MALE,$25000 OR MORE,Ballot a,-100
2022,509,MALE,.d:  Do not Know/Cannot Choose,Ballot c,70
2022,510,FEMALE,$25000 OR MORE,Ballot b,-100
2022,511,MALE,$25000 OR MORE,Ballot a,-100
2022,512,FEMALE,$7000 TO 7999,Ballot b,-100
2022,513,FEMALE,$20000 - 24999,Ballot c,60
2022,514,MALE,.i:  Inapplicable,Ballot b,-100
2022,515,FEMALE,$25000 OR MORE,Ballot c,61
2022,516,MALE,.i:  Inapplicable,Ballot a,-100
2022,517,FEMALE,.i:  Inapplicable,Ballot c,62
2022,518,MALE,.i:  Inapplicable,Ballot a,-100
2022,519,FEMALE,$25000 OR MORE,Ballot c,63
2022,520,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,521,MALE,.i:  Inapplicable,Ballot a,-100
2022,522,FEMALE,$15000 - 19999,Ballot a,-100
2022,523,FEMALE,$25000 OR MORE,Ballot b,-100
2022,524,FEMALE,$20000 - 24999,Ballot c,65
2022,525,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,526,FEMALE,.r:  Refused,Ballot b,-100
2022,527,FEMALE,.r:  Refused,Ballot c,-99
2022,528,FEMALE,$5000 TO 5999,Ballot c,66
2022,529,FEMALE,$25000 OR MORE,Ballot c,65
2022,530,MALE,$25000 OR MORE,Ballot c,65
2022,531,FEMALE,$25000 OR MORE,Ballot a,-100
2022,532,MALE,$25000 OR MORE,Ballot c,67
2022,533,FEMALE,$25000 OR MORE,Ballot a,-100
2022,534,MALE,$5000 TO 5999,Ballot c,68
2022,535,FEMALE,$25000 OR MORE,Ballot b,-100
2022,536,MALE,.i:  Inapplicable,Ballot a,-100
2022,537,MALE,.r:  Refused,Ballot b,-100
2022,538,FEMALE,.r:  Refused,Ballot b,-100
2022,539,MALE,$25000 OR MORE,Ballot a,-100
2022,540,MALE,$25000 OR MORE,Ballot b,-100
2022,541,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,542,MALE,$10000 - 14999,Ballot a,-100
2022,543,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,66
2022,544,MALE,$25000 OR MORE,Ballot a,-100
2022,545,FEMALE,$25000 OR MORE,Ballot c,68
2022,546,FEMALE,$25000 OR MORE,Ballot b,-100
2022,547,MALE,$10000 - 14999,Ballot c,71
2022,548,MALE,$25000 OR MORE,Ballot b,-100
2022,549,FEMALE,.r:  Refused,Ballot a,-100
2022,550,MALE,$20000 - 24999,Ballot c,68
2022,551,FEMALE,.i:  Inapplicable,Ballot c,62
2022,552,FEMALE,$25000 OR MORE,Ballot a,-100
2022,553,FEMALE,.i:  Inapplicable,Ballot c,64
2022,554,FEMALE,$25000 OR MORE,Ballot b,-100
2022,555,MALE,$25000 OR MORE,Ballot a,-100
2022,556,FEMALE,$25000 OR MORE,Ballot b,-100
2022,557,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,64
2022,558,MALE,.i:  Inapplicable,Ballot a,-100
2022,559,FEMALE,$25000 OR MORE,Ballot c,62
2022,560,FEMALE,.i:  Inapplicable,Ballot c,60
2022,561,FEMALE,$20000 - 24999,Ballot c,64
2022,562,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,563,MALE,$25000 OR MORE,Ballot a,-100
2022,564,FEMALE,$25000 OR MORE,Ballot a,-100
2022,565,MALE,$25000 OR MORE,Ballot a,-100
2022,566,MALE,$20000 - 24999,Ballot c,68
2022,567,FEMALE,$25000 OR MORE,Ballot c,64
2022,568,MALE,$25000 OR MORE,Ballot b,-100
2022,569,MALE,$1000 TO 2999,Ballot c,70
2022,570,FEMALE,$25000 OR MORE,Ballot c,65
2022,571,MALE,$25000 OR MORE,Ballot c,69
2022,572,MALE,$25000 OR MORE,Ballot a,-100
2022,573,MALE,$25000 OR MORE,Ballot a,-100
2022,574,FEMALE,$25000 OR MORE,Ballot a,-100
2022,575,FEMALE,$3000 TO 3999,Ballot b,-100
2022,576,MALE,$25000 OR MORE,Ballot c,67
2022,577,FEMALE,$25000 OR MORE,Ballot a,-100
2022,578,MALE,$25000 OR MORE,Ballot a,-100
2022,579,FEMALE,$8000 TO 9999,Ballot a,-100
2022,580,MALE,$25000 OR MORE,Ballot c,74
2022,581,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,63
2022,582,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,583,FEMALE,$25000 OR MORE,Ballot b,-100
2022,584,MALE,$25000 OR MORE,Ballot a,-100
2022,585,MALE,$25000 OR MORE,Ballot a,-100
2022,586,FEMALE,$25000 OR MORE,Ballot c,67
2022,587,MALE,.i:  Inapplicable,Ballot b,-100
2022,588,MALE,$25000 OR MORE,Ballot c,73
2022,589,MALE,$25000 OR MORE,Ballot c,78
2022,590,FEMALE,$25000 OR MORE,Ballot b,-100
2022,591,FEMALE,$25000 OR MORE,Ballot b,-100
2022,592,MALE,.i:  Inapplicable,Ballot b,-100
2022,593,FEMALE,$25000 OR MORE,Ballot c,63
2022,594,FEMALE,$25000 OR MORE,Ballot b,-100
2022,595,MALE,.i:  Inapplicable,Ballot c,70
2022,596,MALE,.i:  Inapplicable,Ballot c,75
2022,597,MALE,$25000 OR MORE,Ballot b,-100
2022,598,MALE,$25000 OR MORE,Ballot b,-100
2022,599,MALE,.i:  Inapplicable,Ballot b,-100
2022,600,MALE,$25000 OR MORE,Ballot c,72
2022,601,.s:  Skipped on Web,$25000 OR MORE,Ballot a,-100
2022,602,MALE,.i:  Inapplicable,Ballot a,-100
2022,603,MALE,.s:  Skipped on Web,Ballot c,-97
2022,604,FEMALE,$25000 OR MORE,Ballot a,-100
2022,605,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,606,FEMALE,.i:  Inapplicable,Ballot c,68
2022,607,.d:  Do not Know/Cannot Choose,.r:  Refused,Ballot c,61
2022,608,MALE,$25000 OR MORE,Ballot b,-100
2022,609,FEMALE,$25000 OR MORE,Ballot c,69
2022,610,MALE,.d:  Do not Know/Cannot Choose,Ballot c,71
2022,611,FEMALE,$25000 OR MORE,Ballot c,68
2022,612,FEMALE,$10000 - 14999,Ballot b,-100
2022,613,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,614,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,615,FEMALE,$25000 OR MORE,Ballot c,69
2022,616,FEMALE,$25000 OR MORE,Ballot a,-100
2022,617,MALE,.i:  Inapplicable,Ballot a,-100
2022,618,MALE,$25000 OR MORE,Ballot a,-100
2022,619,MALE,.i:  Inapplicable,Ballot c,70
2022,620,FEMALE,.i:  Inapplicable,Ballot c,63
2022,621,MALE,$25000 OR MORE,Ballot c,72
2022,622,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,623,FEMALE,$10000 - 14999,Ballot a,-100
2022,624,MALE,.i:  Inapplicable,Ballot b,-100
2022,625,FEMALE,$25000 OR MORE,Ballot a,-100
2022,626,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,627,FEMALE,$15000 - 19999,Ballot a,-100
2022,628,.n:  No answer,.i:  Inapplicable,Ballot b,-100
2022,629,MALE,$25000 OR MORE,Ballot c,64
2022,630,FEMALE,$25000 OR MORE,Ballot a,-100
2022,631,MALE,.i:  Inapplicable,Ballot b,-100
2022,632,MALE,$25000 OR MORE,Ballot c,77
2022,633,FEMALE,$25000 OR MORE,Ballot a,-100
2022,634,MALE,.i:  Inapplicable,Ballot a,-100
2022,635,FEMALE,$25000 OR MORE,Ballot b,-100
2022,636,FEMALE,.i:  Inapplicable,Ballot c,62
2022,637,MALE,$25000 OR MORE,Ballot a,-100
2022,638,FEMALE,$4000 TO 4999,Ballot c,63
2022,639,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,640,MALE,$25000 OR MORE,Ballot a,-100
2022,641,MALE,$25000 OR MORE,Ballot c,68
2022,642,MALE,$25000 OR MORE,Ballot a,-100
2022,643,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,644,MALE,$15000 - 19999,Ballot a,-100
2022,645,FEMALE,$25000 OR MORE,Ballot b,-100
2022,646,MALE,.i:  Inapplicable,Ballot b,-100
2022,647,MALE,$25000 OR MORE,Ballot b,-100
2022,648,FEMALE,$4000 TO 4999,Ballot b,-100
2022,649,FEMALE,$7000 TO 7999,Ballot b,-100
2022,650,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,651,MALE,$25000 OR MORE,Ballot a,-100
2022,652,FEMALE,.i:  Inapplicable,Ballot c,69
2022,653,FEMALE,$25000 OR MORE,Ballot c,72
2022,654,FEMALE,$25000 OR MORE,Ballot c,69
2022,655,MALE,$25000 OR MORE,Ballot a,-100
2022,656,FEMALE,.i:  Inapplicable,Ballot c,62
2022,657,FEMALE,$25000 OR MORE,Ballot c,66
2022,658,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,659,FEMALE,$25000 OR MORE,Ballot a,-100
2022,660,MALE,$25000 OR MORE,Ballot c,71
2022,661,MALE,$25000 OR MORE,Ballot c,73
2022,662,MALE,LT $1000,Ballot a,-100
2022,663,FEMALE,$25000 OR MORE,Ballot c,63
2022,664,MALE,.i:  Inapplicable,Ballot a,-100
2022,665,FEMALE,$25000 OR MORE,Ballot a,-100
2022,666,MALE,.i:  Inapplicable,Ballot a,-100
2022,667,FEMALE,.i:  Inapplicable,Ballot c,64
2022,668,MALE,$25000 OR MORE,Ballot c,70
2022,669,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,670,MALE,$25000 OR MORE,Ballot c,72
2022,671,FEMALE,$25000 OR MORE,Ballot a,-100
2022,672,FEMALE,$25000 OR MORE,Ballot b,-100
2022,673,MALE,.i:  Inapplicable,Ballot a,-100
2022,674,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,675,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,676,FEMALE,$25000 OR MORE,Ballot b,-100
2022,677,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,678,FEMALE,$25000 OR MORE,Ballot c,72
2022,679,MALE,.r:  Refused,Ballot c,69
2022,680,FEMALE,$25000 OR MORE,Ballot a,-100
2022,681,MALE,$25000 OR MORE,Ballot b,-100
2022,682,FEMALE,$1000 TO 2999,Ballot a,-100
2022,683,FEMALE,$25000 OR MORE,Ballot a,-100
2022,684,MALE,$25000 OR MORE,Ballot b,-100
2022,685,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,686,MALE,$25000 OR MORE,Ballot c,71
2022,687,MALE,$25000 OR MORE,Ballot a,-100
2022,688,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,689,MALE,.i:  Inapplicable,Ballot a,-100
2022,690,FEMALE,$25000 OR MORE,Ballot b,-100
2022,691,MALE,$25000 OR MORE,Ballot c,68
2022,692,FEMALE,$10000 - 14999,Ballot a,-100
2022,693,MALE,$25000 OR MORE,Ballot c,73
2022,694,FEMALE,.i:  Inapplicable,Ballot c,62
2022,695,FEMALE,$25000 OR MORE,Ballot c,60
2022,696,MALE,.i:  Inapplicable,Ballot a,-100
2022,697,FEMALE,$3000 TO 3999,Ballot a,-100
2022,698,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,699,MALE,$25000 OR MORE,Ballot b,-100
2022,700,FEMALE,$25000 OR MORE,Ballot c,67
2022,701,MALE,.d:  Do not Know/Cannot Choose,Ballot c,67
2022,702,FEMALE,$25000 OR MORE,Ballot a,-100
2022,703,FEMALE,$25000 OR MORE,Ballot a,-100
2022,704,MALE,.i:  Inapplicable,Ballot a,-100
2022,705,MALE,$20000 - 24999,Ballot b,-100
2022,706,FEMALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,707,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,708,MALE,$25000 OR MORE,Ballot a,-100
2022,709,FEMALE,.i:  Inapplicable,Ballot c,63
2022,710,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,711,MALE,$25000 OR MORE,Ballot b,-100
2022,712,FEMALE,.i:  Inapplicable,Ballot c,64
2022,713,FEMALE,$25000 OR MORE,Ballot a,-100
2022,714,FEMALE,$3000 TO 3999,Ballot c,66
2022,715,MALE,.i:  Inapplicable,Ballot b,-100
2022,716,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,717,FEMALE,LT $1000,Ballot c,64
2022,718,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,719,MALE,$25000 OR MORE,Ballot c,70
2022,720,FEMALE,.i:  Inapplicable,Ballot c,62
2022,721,MALE,.i:  Inapplicable,Ballot c,74
2022,722,FEMALE,$25000 OR MORE,Ballot c,65
2022,723,MALE,.i:  Inapplicable,Ballot c,69
2022,724,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,725,MALE,.i:  Inapplicable,Ballot c,69
2022,726,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,727,FEMALE,$25000 OR MORE,Ballot c,65
2022,728,MALE,.i:  Inapplicable,Ballot b,-100
2022,729,FEMALE,$25000 OR MORE,Ballot b,-100
2022,730,MALE,$25000 OR MORE,Ballot a,-100
2022,731,FEMALE,$25000 OR MORE,Ballot a,-100
2022,732,FEMALE,$25000 OR MORE,Ballot c,64
2022,733,MALE,.i:  Inapplicable,Ballot c,75
2022,734,FEMALE,$15000 - 19999,Ballot c,-97
2022,735,MALE,.i:  Inapplicable,Ballot a,-100
2022,736,MALE,$25000 OR MORE,Ballot a,-100
2022,737,MALE,$25000 OR MORE,Ballot a,-100
2022,738,FEMALE,$25000 OR MORE,Ballot a,-100
2022,739,FEMALE,$25000 OR MORE,Ballot b,-100
2022,740,FEMALE,$25000 OR MORE,Ballot a,-100
2022,741,FEMALE,$25000 OR MORE,Ballot c,66
2022,742,FEMALE,.i:  Inapplicable,Ballot c,62
2022,743,FEMALE,$25000 OR MORE,Ballot a,-100
2022,744,MALE,$3000 TO 3999,Ballot b,-100
2022,745,MALE,$25000 OR MORE,Ballot c,70
2022,746,FEMALE,.i:  Inapplicable,Ballot c,65
2022,747,MALE,.i:  Inapplicable,Ballot b,-100
2022,748,MALE,$25000 OR MORE,Ballot c,66
2022,749,FEMALE,.i:  Inapplicable,Ballot c,61
2022,750,FEMALE,$25000 OR MORE,Ballot a,-100
2022,751,FEMALE,.i:  Inapplicable,Ballot c,61
2022,752,MALE,.i:  Inapplicable,Ballot b,-100
2022,753,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,754,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,755,FEMALE,$15000 - 19999,Ballot a,-100
2022,756,FEMALE,$25000 OR MORE,Ballot b,-100
2022,757,FEMALE,$3000 TO 3999,Ballot b,-100
2022,758,FEMALE,.i:  Inapplicable,Ballot c,-99
2022,759,MALE,.i:  Inapplicable,Ballot a,-100
2022,760,FEMALE,.i:  Inapplicable,Ballot c,62
2022,761,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,762,MALE,$25000 OR MORE,Ballot a,-100
2022,763,MALE,$25000 OR MORE,Ballot b,-100
2022,764,FEMALE,$25000 OR MORE,Ballot a,-100
2022,765,FEMALE,$25000 OR MORE,Ballot a,-100
2022,766,MALE,$25000 OR MORE,Ballot b,-100
2022,767,MALE,$25000 OR MORE,Ballot a,-100
2022,768,MALE,$25000 OR MORE,Ballot b,-100
2022,769,MALE,$6000 TO 6999,Ballot c,70
2022,770,MALE,$25000 OR MORE,Ballot c,71
2022,771,FEMALE,$25000 OR MORE,Ballot b,-100
2022,772,FEMALE,$25000 OR MORE,Ballot a,-100
2022,773,MALE,.r:  Refused,Ballot a,-100
2022,774,FEMALE,.i:  Inapplicable,Ballot c,68
2022,775,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,776,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,777,FEMALE,.r:  Refused,Ballot b,-100
2022,778,MALE,.i:  Inapplicable,Ballot a,-100
2022,779,MALE,.i:  Inapplicable,Ballot c,71
2022,780,FEMALE,$15000 - 19999,Ballot c,66
2022,781,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,782,FEMALE,$25000 OR MORE,Ballot a,-100
2022,783,MALE,.i:  Inapplicable,Ballot b,-100
2022,784,MALE,$7000 TO 7999,Ballot c,70
2022,785,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,786,MALE,$25000 OR MORE,Ballot b,-100
2022,787,MALE,$25000 OR MORE,Ballot a,-100
2022,788,MALE,$25000 OR MORE,Ballot c,73
2022,789,MALE,$8000 TO 9999,Ballot b,-100
2022,790,MALE,$25000 OR MORE,Ballot c,69
2022,791,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,792,FEMALE,$25000 OR MORE,Ballot c,66
2022,793,FEMALE,$25000 OR MORE,Ballot b,-100
2022,794,FEMALE,.i:  Inapplicable,Ballot c,61
2022,795,FEMALE,$8000 TO 9999,Ballot c,67
2022,796,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,797,MALE,$25000 OR MORE,Ballot c,70
2022,798,MALE,$25000 OR MORE,Ballot b,-100
2022,799,MALE,.i:  Inapplicable,Ballot b,-100
2022,800,FEMALE,$25000 OR MORE,Ballot c,67
2022,801,MALE,.i:  Inapplicable,Ballot c,68
2022,802,MALE,.i:  Inapplicable,Ballot b,-100
2022,803,MALE,$25000 OR MORE,Ballot a,-100
2022,804,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,805,FEMALE,$25000 OR MORE,Ballot c,64
2022,806,MALE,$25000 OR MORE,Ballot a,-100
2022,807,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,808,MALE,$8000 TO 9999,Ballot a,-100
2022,809,MALE,$25000 OR MORE,Ballot a,-100
2022,810,FEMALE,.i:  Inapplicable,Ballot c,61
2022,811,FEMALE,$10000 - 14999,Ballot c,64
2022,812,MALE,$25000 OR MORE,Ballot c,70
2022,813,FEMALE,$25000 OR MORE,Ballot a,-100
2022,814,FEMALE,$25000 OR MORE,Ballot b,-100
2022,815,.n:  No answer,.i:  Inapplicable,Ballot a,-100
2022,816,MALE,.i:  Inapplicable,Ballot c,72
2022,817,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,818,FEMALE,$4000 TO 4999,Ballot b,-100
2022,819,FEMALE,$5000 TO 5999,Ballot a,-100
2022,820,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,821,FEMALE,$25000 OR MORE,Ballot a,-100
2022,822,MALE,$25000 OR MORE,Ballot c,69
2022,823,FEMALE,.i:  Inapplicable,Ballot c,67
2022,824,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,825,FEMALE,$25000 OR MORE,Ballot a,-100
2022,826,FEMALE,$25000 OR MORE,Ballot a,-100
2022,827,FEMALE,$25000 OR MORE,Ballot b,-100
2022,828,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,829,MALE,$25000 OR MORE,Ballot c,66
2022,830,MALE,.i:  Inapplicable,Ballot c,70
2022,831,FEMALE,$25000 OR MORE,Ballot a,-100
2022,832,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,833,MALE,.i:  Inapplicable,Ballot a,-100
2022,834,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,835,FEMALE,.i:  Inapplicable,Ballot c,63
2022,836,MALE,$25000 OR MORE,Ballot a,-100
2022,837,FEMALE,.i:  Inapplicable,Ballot c,65
2022,838,FEMALE,$25000 OR MORE,Ballot c,61
2022,839,MALE,.i:  Inapplicable,Ballot c,69
2022,840,MALE,$25000 OR MORE,Ballot c,74
2022,841,MALE,$10000 - 14999,Ballot c,66
2022,842,MALE,$25000 OR MORE,Ballot a,-100
2022,843,FEMALE,$25000 OR MORE,Ballot b,-100
2022,844,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,845,FEMALE,.i:  Inapplicable,Ballot c,63
2022,846,MALE,$20000 - 24999,Ballot c,73
2022,847,MALE,$25000 OR MORE,Ballot a,-100
2022,848,MALE,$25000 OR MORE,Ballot b,-100
2022,849,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,850,MALE,$25000 OR MORE,Ballot a,-100
2022,851,FEMALE,$25000 OR MORE,Ballot b,-100
2022,852,FEMALE,$4000 TO 4999,Ballot a,-100
2022,853,MALE,$25000 OR MORE,Ballot b,-100
2022,854,MALE,.i:  Inapplicable,Ballot c,70
2022,855,MALE,.i:  Inapplicable,Ballot b,-100
2022,856,MALE,$10000 - 14999,Ballot b,-100
2022,857,FEMALE,$25000 OR MORE,Ballot b,-100
2022,858,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,859,MALE,.i:  Inapplicable,Ballot a,-100
2022,860,FEMALE,.i:  Inapplicable,Ballot c,60
2022,861,.n:  No answer,.i:  Inapplicable,Ballot b,-100
2022,862,MALE,$25000 OR MORE,Ballot a,-100
2022,863,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,864,MALE,.i:  Inapplicable,Ballot c,65
2022,865,FEMALE,$15000 - 19999,Ballot a,-100
2022,866,FEMALE,.i:  Inapplicable,Ballot c,63
2022,867,MALE,.i:  Inapplicable,Ballot b,-100
2022,868,FEMALE,.r:  Refused,Ballot a,-100
2022,869,FEMALE,$25000 OR MORE,Ballot c,64
2022,870,MALE,.i:  Inapplicable,Ballot a,-100
2022,871,MALE,.i:  Inapplicable,Ballot b,-100
2022,872,MALE,.i:  Inapplicable,Ballot a,-100
2022,873,FEMALE,$25000 OR MORE,Ballot a,-100
2022,874,MALE,.i:  Inapplicable,Ballot c,65
2022,875,FEMALE,$4000 TO 4999,Ballot a,-100
2022,876,FEMALE,$25000 OR MORE,Ballot b,-100
2022,877,MALE,$25000 OR MORE,Ballot b,-100
2022,878,MALE,$25000 OR MORE,Ballot a,-100
2022,879,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,880,FEMALE,$25000 OR MORE,Ballot a,-100
2022,881,MALE,.i:  Inapplicable,Ballot a,-100
2022,882,FEMALE,.i:  Inapplicable,Ballot c,71
2022,883,FEMALE,LT $1000,Ballot c,62
2022,884,MALE,.i:  Inapplicable,Ballot a,-100
2022,885,FEMALE,$25000 OR MORE,Ballot c,64
2022,886,FEMALE,$20000 - 24999,Ballot c,59
2022,887,MALE,$25000 OR MORE,Ballot b,-100
2022,888,MALE,$25000 OR MORE,Ballot c,66
2022,889,MALE,$25000 OR MORE,Ballot a,-100
2022,890,FEMALE,$25000 OR MORE,Ballot b,-100
2022,891,MALE,$25000 OR MORE,Ballot c,70
2022,892,FEMALE,$25000 OR MORE,Ballot c,63
2022,893,MALE,$25000 OR MORE,Ballot a,-100
2022,894,MALE,.r:  Refused,Ballot b,-100
2022,895,FEMALE,.i:  Inapplicable,Ballot c,63
2022,896,FEMALE,.r:  Refused,Ballot a,-100
2022,897,FEMALE,.r:  Refused,Ballot b,-100
2022,898,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,899,FEMALE,.i:  Inapplicable,Ballot c,59
2022,900,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,901,MALE,.i:  Inapplicable,Ballot b,-100
2022,902,MALE,$10000 - 14999,Ballot a,-100
2022,903,FEMALE,$8000 TO 9999,Ballot a,-100
2022,904,MALE,$25000 OR MORE,Ballot b,-100
2022,905,FEMALE,$25000 OR MORE,Ballot a,-100
2022,906,MALE,.i:  Inapplicable,Ballot b,-100
2022,907,MALE,$25000 OR MORE,Ballot b,-100
2022,908,FEMALE,$20000 - 24999,Ballot a,-100
2022,909,MALE,.i:  Inapplicable,Ballot b,-100
2022,910,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,911,FEMALE,.i:  Inapplicable,Ballot c,66
2022,912,MALE,$25000 OR MORE,Ballot b,-100
2022,913,FEMALE,$25000 OR MORE,Ballot c,69
2022,914,MALE,$25000 OR MORE,Ballot a,-100
2022,915,FEMALE,$25000 OR MORE,Ballot a,-100
2022,916,MALE,.i:  Inapplicable,Ballot a,-100
2022,917,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,918,FEMALE,$10000 - 14999,Ballot a,-100
2022,919,MALE,.i:  Inapplicable,Ballot b,-100
2022,920,MALE,$25000 OR MORE,Ballot b,-100
2022,921,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,922,FEMALE,$25000 OR MORE,Ballot c,63
2022,923,FEMALE,.i:  Inapplicable,Ballot c,65
2022,924,FEMALE,$15000 - 19999,Ballot c,63
2022,925,MALE,.i:  Inapplicable,Ballot b,-100
2022,926,FEMALE,$25000 OR MORE,Ballot c,66
2022,927,FEMALE,.s:  Skipped on Web,Ballot b,-100
2022,928,MALE,$25000 OR MORE,Ballot c,67
2022,929,FEMALE,$20000 - 24999,Ballot b,-100
2022,930,MALE,$10000 - 14999,Ballot a,-100
2022,931,MALE,.r:  Refused,Ballot b,-100
2022,932,MALE,$10000 - 14999,Ballot a,-100
2022,933,FEMALE,$15000 - 19999,Ballot b,-100
2022,934,FEMALE,.i:  Inapplicable,Ballot c,67
2022,935,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,936,FEMALE,$8000 TO 9999,Ballot b,-100
2022,937,FEMALE,$25000 OR MORE,Ballot b,-100
2022,938,FEMALE,$25000 OR MORE,Ballot b,-100
2022,939,FEMALE,$25000 OR MORE,Ballot a,-100
2022,940,MALE,.i:  Inapplicable,Ballot c,68
2022,941,MALE,.i:  Inapplicable,Ballot a,-100
2022,942,FEMALE,$3000 TO 3999,Ballot c,64
2022,943,FEMALE,.i:  Inapplicable,Ballot c,61
2022,944,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,945,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,946,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,947,FEMALE,$25000 OR MORE,Ballot c,62
2022,948,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,949,FEMALE,$5000 TO 5999,Ballot b,-100
2022,950,FEMALE,$3000 TO 3999,Ballot a,-100
2022,951,MALE,$25000 OR MORE,Ballot b,-100
2022,952,MALE,$25000 OR MORE,Ballot a,-100
2022,953,MALE,$25000 OR MORE,Ballot c,64
