respondent_id,wave,party,benefit_cut_support
294,1,DF,0.75
294,2,DF,NA
294,3,DF,NA
294,4,DF,NA
294,5,DF,NA
295,1,SF,0.25
295,2,SF,NA
295,3,SF,NA
295,4,SF,NA
295,5,SF,NA
296,1,SF,0.75
296,2,SF,1
296,3,SF,1
296,4,SF,1
296,5,SF,0.75
297,1,C,0.5
297,2,C,1
297,3,C,0.5
297,4,C,1
297,5,C,NA
298,1,NA,0.25
298,2,NA,NA
298,3,NA,NA
298,4,NA,NA
298,5,NA,NA
299,1,S,0.5
299,2,S,NA
299,3,S,NA
299,4,S,NA
299,5,S,NA
300,1,DF,0
300,2,DF,0.25
300,3,DF,0.25
300,4,DF,0.5
300,5,DF,0
301,1,SF,NA
301,2,SF,NA
301,3,SF,NA
301,4,SF,NA
301,5,SF,NA
302,1,S,1
302,2,S,NA
302,3,S,NA
302,4,S,1
302,5,S,1
303,1,S,0.75
303,2,S,1
303,3,S,0.5
303,4,S,NA
303,5,S,NA
304,1,SF,0
304,2,SF,0
304,3,SF,0
304,4,SF,0
304,5,SF,0
305,1,V,0
305,2,V,0
305,3,V,0.25
305,4,V,0
305,5,V,NA
306,1,S,0.75
306,2,S,0.75
306,3,S,0.75
306,4,S,NA
306,5,S,0.5
307,1,SF,0
307,2,SF,0
307,3,SF,0
307,4,SF,0
307,5,SF,0
308,1,S,0
308,2,S,0
308,3,S,0
308,4,S,0
308,5,S,0
309,1,V,0.75
309,2,V,0.75
309,3,V,0.5
309,4,V,0.75
309,5,V,0.75
310,1,S,0.25
310,2,S,0
310,3,S,0
310,4,S,0.25
310,5,S,0
311,1,C,1
311,2,C,1
311,3,C,1
311,4,C,1
311,5,C,1
312,1,SF,0.75
312,2,SF,0.75
312,3,SF,NA
312,4,SF,NA
312,5,SF,NA
313,1,SF,0
313,2,SF,0
313,3,SF,0
313,4,SF,NA
313,5,SF,0
314,1,S,0
314,2,S,0
314,3,S,0
314,4,S,0
314,5,S,0
315,1,NA,1
315,2,NA,0.75
315,3,NA,1
315,4,NA,1
315,5,NA,1
316,1,DF,1
316,2,DF,1
316,3,DF,1
316,4,DF,1
316,5,DF,1
317,1,S,0
317,2,S,NA
317,3,S,0
317,4,S,0.25
317,5,S,0
318,1,OE,0
318,2,OE,0
318,3,OE,0
318,4,OE,0
318,5,OE,0
319,1,S,0.5
319,2,S,NA
319,3,S,NA
319,4,S,NA
319,5,S,NA
320,1,S,0.5
320,2,S,1
320,3,S,0.75
320,4,S,1
320,5,S,0.75
321,1,NA,0.75
321,2,NA,NA
321,3,NA,NA
321,4,NA,NA
321,5,NA,NA
322,1,C,0.75
322,2,C,NA
322,3,C,NA
322,4,C,NA
322,5,C,NA
323,1,V,0.25
323,2,V,0.25
323,3,V,0.5
323,4,V,0.25
323,5,V,0.5
324,1,NA,0
324,2,NA,0
324,3,NA,0
324,4,NA,0
324,5,NA,NA
325,1,RV,0
325,2,RV,0
325,3,RV,0
325,4,RV,0
325,5,RV,0.25
326,1,NA,0
326,2,NA,0
326,3,NA,0.25
326,4,NA,0.5
326,5,NA,0
327,1,V,0.75
327,2,V,1
327,3,V,0.75
327,4,V,1
327,5,V,1
328,1,SF,0
328,2,SF,NA
328,3,SF,NA
328,4,SF,NA
328,5,SF,NA
329,1,NA,0
329,2,NA,0
329,3,NA,0
329,4,NA,0
329,5,NA,0
330,1,SF,0.75
330,2,SF,0.5
330,3,SF,NA
330,4,SF,NA
330,5,SF,NA
331,1,NA,0.5
331,2,NA,0.75
331,3,NA,NA
331,4,NA,0.75
331,5,NA,NA
332,1,V,1
332,2,V,1
332,3,V,1
332,4,V,1
332,5,V,1
333,1,V,0.75
333,2,V,0.75
333,3,V,NA
333,4,V,NA
333,5,V,NA
334,1,V,1
334,2,V,NA
334,3,V,NA
334,4,V,NA
334,5,V,NA
335,1,V,0.75
335,2,V,0.75
335,3,V,0.75
335,4,V,0.75
335,5,V,0.75
336,1,NA,0.5
336,2,NA,NA
336,3,NA,NA
336,4,NA,NA
336,5,NA,NA
337,1,V,1
337,2,V,1
337,3,V,1
337,4,V,NA
337,5,V,NA
338,1,V,0.5
338,2,V,NA
338,3,V,NA
338,4,V,NA
338,5,V,NA
339,1,SF,0
339,2,SF,0
339,3,SF,0
339,4,SF,0
339,5,SF,0
340,1,V,1
340,2,V,NA
340,3,V,NA
340,4,V,NA
340,5,V,NA
341,1,RV,0.25
341,2,RV,NA
341,3,RV,NA
341,4,RV,NA
341,5,RV,NA
342,1,NA,1
342,2,NA,NA
342,3,NA,NA
342,4,NA,NA
342,5,NA,NA
343,1,V,0
343,2,V,NA
343,3,V,NA
343,4,V,NA
343,5,V,NA
344,1,DF,0.75
344,2,DF,1
344,3,DF,1
344,4,DF,1
344,5,DF,1
345,1,RV,0
345,2,RV,NA
345,3,RV,NA
345,4,RV,NA
345,5,RV,NA
346,1,SF,0
346,2,SF,0.5
346,3,SF,0
346,4,SF,0
346,5,SF,0
347,1,C,0.25
347,2,C,0.75
347,3,C,NA
347,4,C,NA
347,5,C,0.75
348,1,RV,0.25
348,2,RV,0.75
348,3,RV,0
348,4,RV,0
348,5,RV,0
349,1,NA,0.75
349,2,NA,NA
349,3,NA,NA
349,4,NA,NA
349,5,NA,NA
350,1,C,0.25
350,2,C,0.25
350,3,C,NA
350,4,C,0.75
350,5,C,0.5
351,1,V,0
351,2,V,0
351,3,V,0
351,4,V,0
351,5,V,0.25
352,1,RV,0.5
352,2,RV,NA
352,3,RV,NA
352,4,RV,NA
352,5,RV,NA
353,1,SF,NA
353,2,SF,NA
353,3,SF,NA
353,4,SF,NA
353,5,SF,NA
354,1,V,0
354,2,V,0
354,3,V,0
354,4,V,0.75
354,5,V,0.25
355,1,DF,0
355,2,DF,0
355,3,DF,1
355,4,DF,1
355,5,DF,1
356,1,NA,0.25
356,2,NA,0.5
356,3,NA,NA
356,4,NA,0.25
356,5,NA,0.75
357,1,NA,0.75
357,2,NA,0.5
357,3,NA,NA
357,4,NA,NA
357,5,NA,0.5
358,1,S,0
358,2,S,0
358,3,S,0
358,4,S,0
358,5,S,0
359,1,RV,0
359,2,RV,NA
359,3,RV,NA
359,4,RV,NA
359,5,RV,NA
360,1,SF,0.25
360,2,SF,NA
360,3,SF,NA
360,4,SF,1
360,5,SF,NA
361,1,SF,NA
361,2,SF,NA
361,3,SF,NA
361,4,SF,0
361,5,SF,NA
362,1,C,1
362,2,C,NA
362,3,C,NA
362,4,C,NA
362,5,C,NA
363,1,S,0
363,2,S,0
363,3,S,0
363,4,S,0
363,5,S,0
364,1,SF,0
364,2,SF,0.25
364,3,SF,0
364,4,SF,0
364,5,SF,0
365,1,S,0.25
365,2,S,0.25
365,3,S,0.25
365,4,S,NA
365,5,S,NA
366,1,S,0
366,2,S,0
366,3,S,0
366,4,S,0
366,5,S,0
367,1,V,0.75
367,2,V,NA
367,3,V,NA
367,4,V,NA
367,5,V,NA
368,1,SF,0
368,2,SF,0.25
368,3,SF,0.25
368,4,SF,NA
368,5,SF,0
369,1,S,0.5
369,2,S,NA
369,3,S,NA
369,4,S,NA
369,5,S,NA
370,1,C,0.25
370,2,C,0.5
370,3,C,0.75
370,4,C,0.75
370,5,C,1
371,1,V,1
371,2,V,0.75
371,3,V,1
371,4,V,1
371,5,V,NA
372,1,V,0
372,2,V,NA
372,3,V,NA
372,4,V,NA
372,5,V,NA
373,1,S,0
373,2,S,0.25
373,3,S,0.25
373,4,S,NA
373,5,S,NA
374,1,NA,0
374,2,NA,0
374,3,NA,0
374,4,NA,0
374,5,NA,0
375,1,C,0.75
375,2,C,0.25
375,3,C,NA
375,4,C,1
375,5,C,1
376,1,SF,0
376,2,SF,0
376,3,SF,0
376,4,SF,0
376,5,SF,0
377,1,OE,0
377,2,OE,0
377,3,OE,0
377,4,OE,0
377,5,OE,0
378,1,V,0.5
378,2,V,NA
378,3,V,NA
378,4,V,NA
378,5,V,NA
379,1,NA,0.25
379,2,NA,0.25
379,3,NA,0.25
379,4,NA,0.25
379,5,NA,0.25
380,1,V,0.75
380,2,V,NA
380,3,V,NA
380,4,V,NA
380,5,V,NA
381,1,OE,0.25
381,2,OE,0.25
381,3,OE,0.25
381,4,OE,0.25
381,5,OE,0.5
382,1,C,0
382,2,C,0.25
382,3,C,0
382,4,C,0.25
382,5,C,NA
383,1,S,0.75
383,2,S,NA
383,3,S,NA
383,4,S,NA
383,5,S,NA
384,1,S,0
384,2,S,0
384,3,S,0
384,4,S,0
384,5,S,0
385,1,NA,NA
385,2,NA,NA
385,3,NA,NA
385,4,NA,NA
385,5,NA,NA
386,1,RV,NA
386,2,RV,NA
386,3,RV,NA
386,4,RV,NA
386,5,RV,NA
387,1,NA,0
387,2,NA,NA
387,3,NA,NA
387,4,NA,NA
387,5,NA,NA
388,1,S,0.75
388,2,S,NA
388,3,S,NA
388,4,S,1
388,5,S,1
389,1,NA,0
389,2,NA,0
389,3,NA,0
389,4,NA,0.25
389,5,NA,0
390,1,SF,0.5
390,2,SF,NA
390,3,SF,NA
390,4,SF,NA
390,5,SF,NA
391,1,S,0
391,2,S,0.75
391,3,S,0
391,4,S,0.75
391,5,S,NA
392,1,V,0.75
392,2,V,0.5
392,3,V,1
392,4,V,0.75
392,5,V,1
393,1,OE,0
393,2,OE,0
393,3,OE,0.25
393,4,OE,0.25
393,5,OE,0.25
394,1,OE,0
394,2,OE,0
394,3,OE,0
394,4,OE,0
394,5,OE,0
395,1,NA,0
395,2,NA,0
395,3,NA,0.25
395,4,NA,0.5
395,5,NA,0.25
396,1,SF,0
396,2,SF,NA
396,3,SF,NA
396,4,SF,NA
396,5,SF,NA
397,1,V,0.75
397,2,V,0.75
397,3,V,1
397,4,V,1
397,5,V,1
398,1,V,0.25
398,2,V,0
398,3,V,1
398,4,V,1
398,5,V,NA
399,1,S,0.25
399,2,S,0.25
399,3,S,0.25
399,4,S,1
399,5,S,0
400,1,V,1
400,2,V,NA
400,3,V,NA
400,4,V,NA
400,5,V,NA
401,1,SF,0
401,2,SF,0
401,3,SF,NA
401,4,SF,0
401,5,SF,NA
402,1,V,1
402,2,V,1
402,3,V,1
402,4,V,NA
402,5,V,1
403,1,NA,0.75
403,2,NA,1
403,3,NA,1
403,4,NA,0.75
403,5,NA,0.75
404,1,V,0.25
404,2,V,0
404,3,V,0
404,4,V,0
404,5,V,NA
405,1,C,0.75
405,2,C,1
405,3,C,1
405,4,C,0.75
405,5,C,NA
406,1,V,0
406,2,V,0
406,3,V,0
406,4,V,1
406,5,V,0
407,1,RV,0.25
407,2,RV,0.25
407,3,RV,0.25
407,4,RV,0.5
407,5,RV,0.5
408,1,V,1
408,2,V,NA
408,3,V,NA
408,4,V,NA
408,5,V,NA
409,1,SF,1
409,2,SF,1
409,3,SF,NA
409,4,SF,1
409,5,SF,1
410,1,DF,1
410,2,DF,NA
410,3,DF,NA
410,4,DF,NA
410,5,DF,NA
411,1,S,0
411,2,S,NA
411,3,S,NA
411,4,S,0
411,5,S,NA
412,1,SF,0
412,2,SF,0
412,3,SF,0
412,4,SF,0.5
412,5,SF,0.25
413,1,S,0
413,2,S,0
413,3,S,0
413,4,S,0
413,5,S,0
414,1,S,0
414,2,S,0
414,3,S,0
414,4,S,0
414,5,S,NA
415,1,V,0.75
415,2,V,0.75
415,3,V,1
415,4,V,0.75
415,5,V,0.75
416,1,DF,0.75
416,2,DF,1
416,3,DF,1
416,4,DF,0.75
416,5,DF,1
417,1,V,0.5
417,2,V,NA
417,3,V,1
417,4,V,NA
417,5,V,NA
418,1,S,0.25
418,2,S,0.25
418,3,S,NA
418,4,S,NA
418,5,S,NA
419,1,NA,0.75
419,2,NA,0.75
419,3,NA,NA
419,4,NA,NA
419,5,NA,NA
420,1,V,1
420,2,V,NA
420,3,V,NA
420,4,V,NA
420,5,V,NA
421,1,S,0.75
421,2,S,0.75
421,3,S,0.75
421,4,S,NA
421,5,S,NA
422,1,SF,0
422,2,SF,0
422,3,SF,0
422,4,SF,NA
422,5,SF,NA
423,1,S,0
423,2,S,NA
423,3,S,NA
423,4,S,NA
423,5,S,NA
424,1,NA,0.5
424,2,NA,NA
424,3,NA,NA
424,4,NA,NA
424,5,NA,NA
425,1,SF,0
425,2,SF,0
425,3,SF,0
425,4,SF,0
425,5,SF,0
426,1,S,0
426,2,S,NA
426,3,S,NA
426,4,S,NA
426,5,S,NA
427,1,SF,0.5
427,2,SF,NA
427,3,SF,NA
427,4,SF,NA
427,5,SF,NA
428,1,V,0.5
428,2,V,0.75
428,3,V,0.75
428,4,V,0.75
428,5,V,1
429,1,NA,0.25
429,2,NA,0.25
429,3,NA,0.25
429,4,NA,0.75
429,5,NA,0
430,1,S,NA
430,2,S,NA
430,3,S,NA
430,4,S,NA
430,5,S,NA
431,1,SF,0.5
431,2,SF,0.5
431,3,SF,0.25
431,4,SF,0.25
431,5,SF,0
432,1,V,1
432,2,V,1
432,3,V,1
432,4,V,1
432,5,V,1
433,1,SF,0.5
433,2,SF,0.5
433,3,SF,0.5
433,4,SF,0.5
433,5,SF,0.75
434,1,V,0
434,2,V,0
434,3,V,0
434,4,V,0
434,5,V,NA
435,1,S,0.5
435,2,S,0.5
435,3,S,0.25
435,4,S,0.25
435,5,S,0.25
436,1,S,1
436,2,S,1
436,3,S,0.5
436,4,S,0.5
436,5,S,0.5
437,1,OE,0
437,2,OE,NA
437,3,OE,NA
437,4,OE,NA
437,5,OE,NA
438,1,SF,0
438,2,SF,0
438,3,SF,0
438,4,SF,0
438,5,SF,0.25
439,1,SF,0.5
439,2,SF,0.5
439,3,SF,0.5
439,4,SF,0
439,5,SF,NA
440,1,NA,0
440,2,NA,NA
440,3,NA,NA
440,4,NA,0.25
440,5,NA,NA
441,1,RV,1
441,2,RV,1
441,3,RV,1
441,4,RV,1
441,5,RV,1
442,1,SF,0
442,2,SF,NA
442,3,SF,NA
442,4,SF,NA
442,5,SF,0.5
443,1,SF,0.5
443,2,SF,0.25
443,3,SF,0.25
443,4,SF,0.5
443,5,SF,0.25
444,1,C,1
444,2,C,0.5
444,3,C,1
444,4,C,1
444,5,C,0.75
445,1,C,0.75
445,2,C,NA
445,3,C,NA
445,4,C,NA
445,5,C,NA
446,1,NA,1
446,2,NA,1
446,3,NA,1
446,4,NA,1
446,5,NA,1
447,1,S,0.25
447,2,S,0
447,3,S,0
447,4,S,0.75
447,5,S,0.25
448,1,V,0.75
448,2,V,0.25
448,3,V,0.75
448,4,V,0.75
448,5,V,NA
449,1,RV,0.75
449,2,RV,0.75
449,3,RV,1
449,4,RV,NA
449,5,RV,1
450,1,S,0.5
450,2,S,0.5
450,3,S,0.75
450,4,S,NA
450,5,S,NA
451,1,V,0
451,2,V,NA
451,3,V,NA
451,4,V,NA
451,5,V,NA
452,1,SF,0
452,2,SF,0.25
452,3,SF,NA
452,4,SF,0.75
452,5,SF,NA
453,1,DF,0.25
453,2,DF,0.25
453,3,DF,1
453,4,DF,1
453,5,DF,1
454,1,NA,0.75
454,2,NA,0.75
454,3,NA,0.75
454,4,NA,NA
454,5,NA,0.75
455,1,DF,0
455,2,DF,0
455,3,DF,0.25
455,4,DF,NA
455,5,DF,0.75
456,1,RV,0.75
456,2,RV,0.75
456,3,RV,0.75
456,4,RV,0.75
456,5,RV,0.75
457,1,SF,0
457,2,SF,NA
457,3,SF,NA
457,4,SF,NA
457,5,SF,NA
458,1,SF,0.25
458,2,SF,NA
458,3,SF,NA
458,4,SF,NA
458,5,SF,NA
459,1,RV,1
459,2,RV,0.75
459,3,RV,0.75
459,4,RV,0.5
459,5,RV,0.75
460,1,S,0.75
460,2,S,1
460,3,S,0.75
460,4,S,0.75
460,5,S,NA
461,1,V,0.25
461,2,V,0.5
461,3,V,0.5
461,4,V,0.5
461,5,V,0.75
462,1,S,0
462,2,S,0.25
462,3,S,0.5
462,4,S,0
462,5,S,0.25
463,1,SF,0.25
463,2,SF,0.25
463,3,SF,0.25
463,4,SF,NA
463,5,SF,0.75
464,1,S,NA
464,2,S,0.5
464,3,S,NA
464,4,S,0
464,5,S,0.25
465,1,DF,0
465,2,DF,0
465,3,DF,NA
465,4,DF,0
465,5,DF,NA
466,1,V,0.75
466,2,V,0.75
466,3,V,1
466,4,V,1
466,5,V,NA
467,1,OE,0.75
467,2,OE,0
467,3,OE,0
467,4,OE,0
467,5,OE,0
468,1,DF,1
468,2,DF,1
468,3,DF,1
468,4,DF,1
468,5,DF,1
469,1,SF,0.75
469,2,SF,NA
469,3,SF,NA
469,4,SF,NA
469,5,SF,NA
470,1,SF,0
470,2,SF,0.25
470,3,SF,0.25
470,4,SF,0.25
470,5,SF,0.5
471,1,S,0
471,2,S,0
471,3,S,0
471,4,S,0
471,5,S,0
472,1,NA,0.75
472,2,NA,NA
472,3,NA,NA
472,4,NA,NA
472,5,NA,NA
473,1,V,0.75
473,2,V,0.25
473,3,V,1
473,4,V,0.75
473,5,V,0.75
474,1,V,0.75
474,2,V,0.75
474,3,V,1
474,4,V,1
474,5,V,1
475,1,SF,0
475,2,SF,0
475,3,SF,0
475,4,SF,0
475,5,SF,0
476,1,S,0
476,2,S,NA
476,3,S,NA
476,4,S,NA
476,5,S,NA
477,1,S,0
477,2,S,0
477,3,S,NA
477,4,S,NA
477,5,S,NA
478,1,V,0.75
478,2,V,0.75
478,3,V,0.75
478,4,V,1
478,5,V,1
479,1,V,0.25
479,2,V,NA
479,3,V,NA
479,4,V,NA
479,5,V,NA
480,1,V,0.5
480,2,V,0.75
480,3,V,0
480,4,V,0.75
480,5,V,0.25
481,1,S,0.25
481,2,S,NA
481,3,S,NA
481,4,S,NA
481,5,S,NA
482,1,SF,0.75
482,2,SF,NA
482,3,SF,NA
482,4,SF,NA
482,5,SF,NA
483,1,SF,0
483,2,SF,0
483,3,SF,0
483,4,SF,0
483,5,SF,0
484,1,V,0
484,2,V,NA
484,3,V,NA
484,4,V,NA
484,5,V,1
485,1,V,0.5
485,2,V,0.5
485,3,V,1
485,4,V,1
485,5,V,0.5
486,1,S,0
486,2,S,0
486,3,S,NA
486,4,S,0.25
486,5,S,NA
487,1,S,0
487,2,S,NA
487,3,S,NA
487,4,S,NA
487,5,S,NA
488,1,OE,0.25
488,2,OE,0.25
488,3,OE,0.25
488,4,OE,0
488,5,OE,0.25
489,1,S,0.5
489,2,S,NA
489,3,S,NA
489,4,S,0.25
489,5,S,0.5
490,1,S,0
490,2,S,0
490,3,S,0
490,4,S,0.75
490,5,S,0
491,1,SF,0.5
491,2,SF,0
491,3,SF,0.25
491,4,SF,0
491,5,SF,0
492,1,V,0.75
492,2,V,0.5
492,3,V,1
492,4,V,0.75
492,5,V,0.75
493,1,SF,1
493,2,SF,1
493,3,SF,1
493,4,SF,1
493,5,SF,0.75
494,1,S,0
494,2,S,0
494,3,S,0
494,4,S,NA
494,5,S,NA
495,1,C,0.75
495,2,C,NA
495,3,C,NA
495,4,C,NA
495,5,C,NA
496,1,SF,0.25
496,2,SF,NA
496,3,SF,0.75
496,4,SF,0.75
496,5,SF,0.75
497,1,S,0
497,2,S,NA
497,3,S,NA
497,4,S,0
497,5,S,NA
498,1,V,0.75
498,2,V,NA
498,3,V,0.75
498,4,V,1
498,5,V,NA
499,1,C,1
499,2,C,0.75
499,3,C,1
499,4,C,1
499,5,C,1
500,1,S,0.75
500,2,S,0.5
500,3,S,0.5
500,4,S,NA
500,5,S,NA
501,1,V,1
501,2,V,NA
501,3,V,NA
501,4,V,0.75
501,5,V,NA
502,1,NA,0
502,2,NA,NA
502,3,NA,NA
502,4,NA,NA
502,5,NA,NA
503,1,RV,1
503,2,RV,1
503,3,RV,1
503,4,RV,1
503,5,RV,0.75
504,1,NA,0.75
504,2,NA,0.75
504,3,NA,1
504,4,NA,0.75
504,5,NA,1
505,1,C,0.75
505,2,C,0.5
505,3,C,0.5
505,4,C,0
505,5,C,0.5
506,1,S,0
506,2,S,NA
506,3,S,0
506,4,S,NA
506,5,S,NA
507,1,SF,0
507,2,SF,0.25
507,3,SF,0.25
507,4,SF,0
507,5,SF,0.25
508,1,SF,0
508,2,SF,NA
508,3,SF,NA
508,4,SF,NA
508,5,SF,NA
509,1,V,1
509,2,V,1
509,3,V,1
509,4,V,1
509,5,V,1
510,1,NA,0.75
510,2,NA,0.25
510,3,NA,0.75
510,4,NA,0.75
510,5,NA,0.5
511,1,V,0.5
511,2,V,NA
511,3,V,NA
511,4,V,0.75
511,5,V,NA
512,1,S,0.75
512,2,S,0.75
512,3,S,NA
512,4,S,0.75
512,5,S,0.5
513,1,OE,0
513,2,OE,NA
513,3,OE,NA
513,4,OE,NA
513,5,OE,NA
514,1,C,0.75
514,2,C,0.25
514,3,C,0.5
514,4,C,1
514,5,C,NA
515,1,DF,0.75
515,2,DF,0.75
515,3,DF,1
515,4,DF,1
515,5,DF,0.75
516,1,V,0
516,2,V,NA
516,3,V,NA
516,4,V,NA
516,5,V,NA
517,1,OE,0.25
517,2,OE,0
517,3,OE,0.25
517,4,OE,0.25
517,5,OE,0
518,1,V,0
518,2,V,0.5
518,3,V,0.75
518,4,V,0.75
518,5,V,NA
519,1,C,0.5
519,2,C,NA
519,3,C,NA
519,4,C,NA
519,5,C,NA
520,1,NA,0.5
520,2,NA,0.5
520,3,NA,1
520,4,NA,1
520,5,NA,NA
521,1,S,0
521,2,S,NA
521,3,S,NA
521,4,S,NA
521,5,S,NA
522,1,SF,0.5
522,2,SF,NA
522,3,SF,NA
522,4,SF,NA
522,5,SF,NA
523,1,V,1
523,2,V,NA
523,3,V,1
523,4,V,1
523,5,V,1
524,1,OE,0
524,2,OE,NA
524,3,OE,NA
524,4,OE,0
524,5,OE,0
525,1,C,1
525,2,C,NA
525,3,C,1
525,4,C,1
525,5,C,NA
526,1,S,0
526,2,S,NA
526,3,S,NA
526,4,S,NA
526,5,S,NA
527,1,SF,0
527,2,SF,NA
527,3,SF,NA
527,4,SF,NA
527,5,SF,NA
528,1,V,0.75
528,2,V,1
528,3,V,1
528,4,V,1
528,5,V,1
529,1,V,1
529,2,V,0.75
529,3,V,0
529,4,V,1
529,5,V,1
530,1,NA,0.75
530,2,NA,0.5
530,3,NA,1
530,4,NA,NA
530,5,NA,NA
531,1,C,0.75
531,2,C,NA
531,3,C,1
531,4,C,NA
531,5,C,NA
532,1,SF,0
532,2,SF,0
532,3,SF,0
532,4,SF,1
532,5,SF,0.25
533,1,S,0
533,2,S,0
533,3,S,0
533,4,S,0
533,5,S,0
534,1,SF,0.75
534,2,SF,0.25
534,3,SF,0.25
534,4,SF,NA
534,5,SF,0.75
535,1,SF,1
535,2,SF,NA
535,3,SF,0
535,4,SF,NA
535,5,SF,NA
536,1,C,0.5
536,2,C,0.75
536,3,C,NA
536,4,C,NA
536,5,C,NA
537,1,SF,0.75
537,2,SF,0.75
537,3,SF,0.75
537,4,SF,0.75
537,5,SF,1
538,1,DF,0.25
538,2,DF,0.5
538,3,DF,0
538,4,DF,0.25
538,5,DF,0.5
539,1,DF,0
539,2,DF,0.25
539,3,DF,0.25
539,4,DF,0
539,5,DF,0
540,1,S,0
540,2,S,0
540,3,S,0
540,4,S,0.25
540,5,S,NA
541,1,SF,0
541,2,SF,NA
541,3,SF,NA
541,4,SF,NA
541,5,SF,NA
542,1,S,0
542,2,S,0
542,3,S,0
542,4,S,NA
542,5,S,NA
543,1,SF,0
543,2,SF,0
543,3,SF,0
543,4,SF,NA
543,5,SF,NA
544,1,S,0
544,2,S,0
544,3,S,0.75
544,4,S,0.75
544,5,S,0.75
545,1,DF,0.75
545,2,DF,0.75
545,3,DF,1
545,4,DF,1
545,5,DF,0.75
546,1,S,0
546,2,S,0
546,3,S,0
546,4,S,0
546,5,S,0
547,1,SF,0
547,2,SF,NA
547,3,SF,0
547,4,SF,0
547,5,SF,0
548,1,SF,1
548,2,SF,NA
548,3,SF,NA
548,4,SF,NA
548,5,SF,NA
549,1,SF,0.25
549,2,SF,NA
549,3,SF,NA
549,4,SF,NA
549,5,SF,NA
550,1,DF,0.75
550,2,DF,1
550,3,DF,1
550,4,DF,NA
550,5,DF,NA
551,1,SF,0
551,2,SF,0
551,3,SF,0
551,4,SF,0
551,5,SF,0
552,1,SF,0
552,2,SF,0.25
552,3,SF,0.25
552,4,SF,0.75
552,5,SF,NA
553,1,SF,0.25
553,2,SF,0.5
553,3,SF,0
553,4,SF,0.25
553,5,SF,0
554,1,V,NA
554,2,V,0.5
554,3,V,1
554,4,V,0.5
554,5,V,0.75
555,1,SF,0
555,2,SF,0
555,3,SF,0
555,4,SF,NA
555,5,SF,NA
556,1,S,0.5
556,2,S,0
556,3,S,0.75
556,4,S,0.75
556,5,S,NA
557,1,NA,0.25
557,2,NA,0.75
557,3,NA,0.25
557,4,NA,0
557,5,NA,0
558,1,DF,1
558,2,DF,0.75
558,3,DF,0.75
558,4,DF,0.5
558,5,DF,0.75
559,1,NA,0
559,2,NA,0
559,3,NA,0
559,4,NA,NA
559,5,NA,NA
560,1,NA,1
560,2,NA,1
560,3,NA,1
560,4,NA,1
560,5,NA,1
561,1,V,0.25
561,2,V,0
561,3,V,0
561,4,V,0
561,5,V,0
562,1,DF,0.5
562,2,DF,0.5
562,3,DF,0.5
562,4,DF,0.75
562,5,DF,0.25
563,1,C,0
563,2,C,0
563,3,C,0
563,4,C,0
563,5,C,NA
564,1,C,NA
564,2,C,NA
564,3,C,NA
564,4,C,NA
564,5,C,NA
565,1,DF,0.25
565,2,DF,0.25
565,3,DF,1
565,4,DF,0.75
565,5,DF,0.75
566,1,S,0
566,2,S,NA
566,3,S,NA
566,4,S,1
566,5,S,0
567,1,NA,0.25
567,2,NA,0.75
567,3,NA,0.25
567,4,NA,0
567,5,NA,0
568,1,NA,0
568,2,NA,0
568,3,NA,0
568,4,NA,0
568,5,NA,0
569,1,S,0.25
569,2,S,0.75
569,3,S,0.25
569,4,S,0.25
569,5,S,NA
570,1,S,0.25
570,2,S,0.25
570,3,S,0.5
570,4,S,NA
570,5,S,NA
571,1,SF,0
571,2,SF,0
571,3,SF,NA
571,4,SF,0
571,5,SF,0
572,1,SF,0
572,2,SF,0
572,3,SF,NA
572,4,SF,0
572,5,SF,0
573,1,SF,0.25
573,2,SF,0.25
573,3,SF,NA
573,4,SF,0.25
573,5,SF,NA
574,1,SF,0
574,2,SF,0
574,3,SF,0
574,4,SF,0
574,5,SF,NA
575,1,V,1
575,2,V,1
575,3,V,1
575,4,V,1
575,5,V,1
576,1,S,NA
576,2,S,0.75
576,3,S,0.75
576,4,S,0.25
576,5,S,0.25
577,1,V,0.75
577,2,V,0.75
577,3,V,0.75
577,4,V,0.75
577,5,V,0.75
578,1,V,0.75
578,2,V,NA
578,3,V,NA
578,4,V,NA
578,5,V,NA
579,1,RV,0
579,2,RV,NA
579,3,RV,NA
579,4,RV,NA
579,5,RV,NA
580,1,SF,0
580,2,SF,0
580,3,SF,0.75
580,4,SF,0.25
580,5,SF,0
581,1,S,0.25
581,2,S,NA
581,3,S,NA
581,4,S,NA
581,5,S,NA
582,1,DF,1
582,2,DF,NA
582,3,DF,NA
582,4,DF,NA
582,5,DF,NA
583,1,C,1
583,2,C,NA
583,3,C,NA
583,4,C,NA
583,5,C,NA
584,1,SF,0
584,2,SF,0.25
584,3,SF,0.25
584,4,SF,0.25
584,5,SF,0
585,1,V,0.5
585,2,V,0.75
585,3,V,NA
585,4,V,NA
585,5,V,NA
586,1,V,0.5
586,2,V,NA
586,3,V,NA
586,4,V,NA
586,5,V,NA
587,1,V,1
587,2,V,1
587,3,V,1
587,4,V,1
587,5,V,1
588,1,SF,0.75
588,2,SF,0.75
588,3,SF,0.5
588,4,SF,NA
588,5,SF,NA
589,1,DF,0.75
589,2,DF,NA
589,3,DF,NA
589,4,DF,NA
589,5,DF,NA
590,1,S,0.75
590,2,S,NA
